title,journal,pubmed_id,gseID
Trueprime Is A Novel Method For Whole-Genome Amplification From Single Cells Based On Tthprimpol,Nature communications,27897270,notAvailable
Neurogenic Radial Glia-Like Cells In Meninges Migrate And Differentiate Into Functionally Integrated Neurons In The Neonatal Cortex,Cell stem cell,27889318,GSE083948
Inferring Cell-State Transition Dynamics From Lineage Trees And Endpoint Single-Cell Measurements,Cell systems,27883889,GSE086417
Synthetic Recording And In Situ Readout Of Lineage Information In Single Cells,Nature,27869821,notAvailable
T-Cell Stimuli Independently Sum To Regulate An Inherited Clonal Division Fate,Nature communications,27869196,notAvailable
Dna Methylation Dynamics Of Human Hematopoietic Stem Cell Differentiation,Cell stem cell,27867036,GSE087197_GSE087196_GSE087195
Pinpointing Cancer Stem Cells In Oligodendroglioma,Cancer discovery,27864226,notAvailable
Epigenetic Memory Underlies Cell-Autonomous Heterogeneous Behavior Of Hematopoietic Stem Cells,Cell,27863245,GSE087527
Systematic Analysis Of Cell-To-Cell Expression Variation Of T Lymphocytes In A Human Cohort Identifies Aging And Genetic Associations,Immunity,27851916,notAvailable
Transcriptional Landscape Of Human Tissue Lymphocytes Unveils Uniqueness Of Tumor-Infiltrating T Regulatory Cells,Immunity,27851914,notAvailable
Modeling Enzyme Processivity Reveals That Rna-Seq Libraries Are Biased In Characteristic And Correctable Ways,Cell systems,27840077,GSE084785
Theranostic Barcoded Nanoparticles For Personalized Cancer Medicine,Nature communications,27830705,notAvailable
Single-Cell Rna-Seq Supports A Developmental Hierarchy In Human Oligodendroglioma,Nature,27806376,GSE070630
Growth Inhibition Of Cytosolic Salmonella By Caspase-1 And Caspase-11 Precedes Host Cell Death,Nature communications,27808091,notAvailable
Fast Volumetric Calcium Imaging Across Multiple Cortical Layers Using Sculpted Light,Nature methods,27798612,notAvailable
L1-Associated Genomic Regions Are Deleted In Somatic Cells Of The Healthy Human Brain,Nature neuroscience,27618310,notAvailable
T-Cell Acute Leukaemia Exhibits Dynamic Interactions With Bone Marrow Microenvironments,Nature,27750279,notAvailable
A Single-Cell Transcriptome Atlas Of The Human Pancreas,Cell systems,27693023,GSE085241
Analysis Of Allelic Expression Patterns In Clonal Somatic Cells By Single-Cell Rna-Seq,Nature genetics,27668657,GSE075659
A Single-Cell Transcriptomic Map Of The Human And Mouse Pancreas Reveals Inter- And Intra-Cell Population Structure,Cell systems,27667365,GSE084133
Γ-Protocadherin Structural Diversity And Functional Implications,eLife,27782885,notAvailable
Live Imaging Reveals The Progenitors And Cell Dynamics Of Limb Regeneration,eLife,27776632,notAvailable
Clonal Proliferation And Stochastic Pruning Orchestrate Lymph Node Vasculature Remodeling,Immunity,27760341,notAvailable
Transcriptional Rewiring Over Evolutionary Timescales Changes Quantitative And Qualitative Properties Of Gene Expression,eLife,27614020,notAvailable
Massive And Parallel Expression Profiling Using Microarrayed Single-Cell Sequencing,Nature communications,27739429,notAvailable
Monitoring Tissue Regeneration At Single-Cell Resolution,Cell stem cell,27716522,notAvailable
"Out Of Many, One: Computational Reconstruction Of Mouse Skin Using Single-Cell Transcriptomics",Cell stem cell,27716520,notAvailable
"Molecular Diversity Of Midbrain Development In Mouse, Human, And Stem Cells",Cell,27716510,GSE076381
The Linker Histone H1.0 Generates Epigenetic And Functional Intratumor Heterogeneity,"Science (New York, N.Y.)",27708074,GSE073600_GSE073580_GSE066169_GSE065520
Retinal Transplantation Of Photoreceptors Results In Donor-Host Cytoplasmic Exchange,Nature communications,27701381,notAvailable
Stochasticity In The Mir-9/Hes1 Oscillatory Network Can Account For Clonal Heterogeneity In The Timing Of Differentiation,eLife,27700985,notAvailable
Dynamic Control Of Gene Regulatory Logic By Seemingly Redundant Transcription Factors,eLife,27690227,notAvailable
Dichotomy Of Cellular Inhibition By Small-Molecule Inhibitors Revealed By Single-Cell Analysis,Nature communications,27687249,notAvailable
Quantitative Imaging Reveals Real-Time Pou5F3-Nanog Complexes Driving Dorsoventral Mesendoderm Patterning In Zebrafish,eLife,27684073,notAvailable
Differences And Similarities Between Human And Chimpanzee Neural Progenitors During Cerebral Cortex Development,eLife,27669147,GSE086207_GSE081252
Single-Cell Rna-Seq Reveals Lineage And X Chromosome Dynamics In Human Preimplantation Embryos,Cell,27662094,notAvailable
Ipsc-Derived Cardiomyocytes Reveal Abnormal Tgf-Β Signalling In Left Ventricular Non-Compaction Cardiomyopathy,Nature cell biology,27642787,GSE063161
Exploring Quantitative Yeast Phenomics With Single-Cell Analysis Of Dna Damage Foci,Cell systems,27617677,notAvailable
Regulation Of Starvation-Induced Hyperactivity By Insulin And Glucagon Signaling In Adult,eLife,27612383,notAvailable
Collective Cell Durotaxis Emerges From Long-Range Intercellular Force Transmission,"Science (New York, N.Y.)",27609894,notAvailable
"""Mapseq""-Uencing Long-Range Neuronal Projections",Neuron,27608754,notAvailable
Advanced Technologies Lead Into New Reprogramming Routes,Cell stem cell,27588744,notAvailable
Leaving Negative Ancestors Behind,eLife,27580371,notAvailable
Single-Cell Analysis Of Mixed-Lineage States Leading To A Binary Cell Fate Choice,Nature,27580035,GSE078907_GSE070245_GSE070244_GSE070243_GSE070242_GSE070241_GSE070240_GSE070239_GSE070238_GSE070237_GSE070236_GSE070235
Grid-Cell Representations In Mental Simulation,eLife,27572056,notAvailable
Diffusion Pseudotime Robustly Reconstructs Lineage Branching,Nature methods,27571553,notAvailable
Comprehensive Classification Of Retinal Bipolar Neurons By Single-Cell Transcriptomics,Cell,27565351,GSE081905_GSE081904_GSE081903_GSE081902_GSE080232
Long-Term Time-Lapse Microscopy Of C. Elegans Post-Embryonic Development,Nature communications,27558523,notAvailable
"A Developmental Coordinate Of Pluripotency Among Mice, Monkeys And Humans",Nature,27556940,GSE074767
High-Frequency Stimulation-Induced Peptide Release Synchronizes Arcuate Kisspeptin Neurons And Excites Gnrh Neurons,eLife,27549338,notAvailable
The Spectrum And Regulatory Landscape Of Intestinal Innate Lymphoid Cells Are Shaped By The Microbiome,Cell,27545347,GSE085157_GSE085156_GSE085154_GSE085153_GSE085152
Dynamic Clonal Equilibrium And Predetermined Cancer Risk In Barrett'S Oesophagus,Nature communications,27538785,notAvailable
Cellular Barcoding Links B-1A B Cell Potential To A Fetal Hematopoietic Stem Cell State At The Single-Cell Level,Immunity,27533015,notAvailable
Lineage-Specific And Single-Cell Chromatin Accessibility Charts Human Hematopoiesis And Leukemia Evolution,Nature genetics,27526324,GSE075384_GSE074912_GSE074310_GSE074246
Proximity-Based Differential Single-Cell Analysis Of The Niche To Identify Stem/Progenitor Cell Regulators,Cell stem cell,27524439,GSE052359
Compensatory Cell Movements Confer Robustness To Mechanical Deformation During Embryonic Development,Cell systems,27524104,notAvailable
Imprinting And Recalling Cortical Ensembles,"Science (New York, N.Y.)",27516599,notAvailable
Virtual Microfluidics For Digital Quantification And Single-Cell Sequencing,Nature methods,27479330,notAvailable
Div-Seq: Single-Nucleus Rna-Seq Reveals Dynamics Of Rare Adult Newborn Neurons,"Science (New York, N.Y.)",27471252,GSE085721_GSE084371
Rapid Construction Of Metabolite Biosensors Using Domain-Insertion Profiling,Nature communications,27470466,notAvailable
Asymmetric Damage Segregation Constitutes An Emergent Population-Level Stress Response,Cell systems,27426983,notAvailable
Tunable Single-Cell Extraction For Molecular Analyses,Cell,27419874,notAvailable
Mobile Genes In The Human Microbiome Are Structured From Global To Individual Scales,Nature,27409808,notAvailable
Human Serum-Derived Protein Removes The Need For Coating In Defined Human Pluripotent Stem Cell Culture,Nature communications,27405751,GSE082103
Laser Capture Microscopy Coupled With Smart-Seq2 For Precise Spatial Transcriptomic Profiling,Nature communications,27387371,GSE076514
Resolving Early Mesoderm Diversification Through Single-Cell Expression Profiling,Nature,27383781,GSE074994
Genomics-Informed Isolation And Characterization Of A Symbiotic Nanoarchaeota System From A Terrestrial Geothermal Environment,Nature communications,27378076,notAvailable
Asynchronous Combinatorial Action Of Four Regulatory Factors Activates Bcl11B For T Cell Commitment,Nature immunology,27376470,GSE076606
High-Throughput Dual-Colour Precision Imaging For Brain-Wide Connectome With Cytoarchitectonic Landmarks At The Cellular Level,Nature communications,27374071,notAvailable
Coordinating Cardiomyocyte Interactions To Direct Ventricular Chamber Morphogenesis,Nature,27357797,notAvailable
Mpath Maps Multi-Branching Single-Cell Trajectories Revealing Progenitor Cell Progression During Development,Nature communications,27356503,notAvailable
Genotyping Tumor Clones From Single-Cell Data,Nature methods,27355792,notAvailable
Mapping The Molecular Steps Of Secretory-Lysosome-Driven Tracheal Tube Fusion,Nature cell biology,27350443,notAvailable
De Novo Prediction Of Stem Cell Identity Using Single-Cell Transcriptome Data,Cell stem cell,27345837,GSE081076_GSE076983_GSE076408
Microglia Development Follows A Stepwise Program To Regulate Brain Homeostasis,"Science (New York, N.Y.)",27338705,GSE079819_GSE079818_GSE079816_GSE079812
Distinct Evolution And Dynamics Of Epigenetic And Genetic Heterogeneity In Acute Myeloid Leukemia,Nature medicine,27322744,GSE083534_GSE083533_GSE083532
Stem Cells: A Renaissance In Human Biology Research,Cell,27315475,notAvailable
Gene Expression. Single-Cell Variability Guided By Micrornas,"Science (New York, N.Y.)",27313022,notAvailable
Three-Dimensional Spatiotemporal Focusing Of Holographic Patterns,Nature communications,27306044,notAvailable
Dissecting Direct Reprogramming From Fibroblast To Neuron Using Single-Cell Rna-Seq,Nature,27281220,GSE067310
Mining 3D Genome Structure Populations Identifies Major Factors Governing The Stability Of Regulatory Communities,Nature communications,27240697,notAvailable
Silencing Ca3 Disrupts Temporal Coding In The Ca1 Ensemble,Nature neuroscience,27239937,notAvailable
Tracing Haematopoietic Stem Cell Formation At Single-Cell Resolution,Nature,27225119,GSE067123_GSE067120_GSE066954
Root Regeneration Triggers An Embryo-Like Sequence Guided By Hormonal Interactions,Cell,27212234,GSE074488
Live Single-Cell Laser Tag,Nature communications,27198043,notAvailable
Mechanical Slowing-Down Of Cytoplasmic Diffusion Allows In Vivo Counting Of Proteins In Individual Cells,Nature communications,27189321,notAvailable
Automated Mapping Of Phenotype Space With Single-Cell Data,Nature methods,27183440,notAvailable
Clonal Genotype And Population Structure Inference From Single-Cell Tumor Sequencing,Nature methods,27183439,notAvailable
"High-Throughput, High-Resolution Mapping Of Protein Localization In Mammalian Brain By In Vivo Genome Editing",Cell,27180908,notAvailable
Mass Cytometry Of The Human Mucosal Immune System Identifies Tissue- And Disease-Associated Immune Subsets,Immunity,27178470,notAvailable
The Leak Channel Nalcn Controls Tonic Firing And Glycolytic Sensitivity Of Substantia Nigra Pars Reticulata Neurons,eLife,27177420,GSE078521
Nucleation And Spreading Of A Heterochromatic Domain In Fission Yeast,Nature communications,27167753,notAvailable
Unraveling Cell-Cycle Dynamics In Cancer,Cell systems,27136683,notAvailable
Molecular-Level Tuning Of Cellular Autonomy Controls The Collective Behaviors Of Cell Populations,Cell systems,27136241,notAvailable
P53 Pulses Diversify Target Gene Expression Dynamics In An Mrna Half-Life-Dependent Manner And Delineate Co-Regulated Target Gene Subnetworks,Cell systems,27135539,notAvailable
Exploiting Natural Fluctuations To Identify Kinetic Mechanisms In Sparsely Characterized Systems,Cell systems,27135537,notAvailable
Low Dimensionality In Gene Expression Data Enables The Accurate Extraction Of Transcriptional Programs From Shallow Sequencing,Cell systems,27135536,notAvailable
Multiplexed Epitope-Based Tissue Imaging For Discovery And Healthcare Applications,Cell systems,27135535,notAvailable
Dissecting The Multicellular Ecosystem Of Metastatic Melanoma By Single-Cell Rna-Seq,"Science (New York, N.Y.)",27124452,GSE077940_GSE072056
Single-Cell Rna-Seq Reveals Cell Type-Specific Transcriptional Signatures At The Maternal-Foetal Interface During Pregnancy,Nature communications,27108815,GSE074410_GSE074409_GSE074406
Single-Cell Rna-Seq Reveals Melanoma Transcriptional Heterogeneity,Cancer discovery,27102072,notAvailable
Cell-Cycle-Independent Transitions In Temporal Identity Of Mammalian Neural Progenitor Cells,Nature communications,27094546,GSE055981
Innate-Like Functions Of Natural Killer T Cell Subsets Result From Highly Divergent Gene Programs,Nature immunology,27089380,GSE074597_GSE074596_GSE074595_GSE074594
Monovar: Single-Nucleotide Variant Detection In Single Cells,Nature methods,27088313,notAvailable
Single-Cell Phosphoproteomics Resolves Adaptive Signaling Dynamics And Informs Targeted Combination Therapy In Glioblastoma,Cancer cell,27070703,notAvailable
Kicking Genomic Profiling To The Curb: How Re-Wiring The Phosphoproteome Can Explain Treatment Resistance In Glioma,Cancer cell,27070697,notAvailable
Two Fgfrl-Wnt Circuits Organize The Planarian Anteroposterior Axis,eLife,27063937,GSE074360
Single-Cell Rna-Seq Reveals Lineage And X Chromosome Dynamics In Human Preimplantation Embryos,Cell,27062923,notAvailable
Expression Analysis Highlights Axl As A Candidate Zika Virus Entry Receptor In Neural Stem Cells,Cell stem cell,27038591,notAvailable
Mouse Model Of Chromosome Mosaicism Reveals Lineage-Specific Depletion Of Aneuploid Cells And Normal Developmental Potential,Nature communications,27021558,notAvailable
"Dnmt3A Haploinsufficiency Transforms Flt3Itd Myeloproliferative Disease Into A Rapid, Spontaneous, And Fully Penetrant Acute Myeloid Leukemia",Cancer discovery,27016502,GSE077849_GSE077847_GSE077846_GSE077026
Single-Cell Rna Sequencing Reveals Molecular And Functional Platelet Bias Of Aged Haematopoietic Stem Cells,Nature communications,27009448,GSE070657
Divergent Lncrnas Regulate Gene Expression And Lineage Differentiation In Pluripotent Cells,Cell stem cell,26996597,GSE079541_GSE070420_GSE070419_GSE058801
Digital Quantification Of Proteins And Mrna In Single Mammalian Cells,Molecular cell,26990994,notAvailable
Bursting Through The Cell Cycle,eLife,26950945,notAvailable
T Cell Fate And Clonality Inference From Single-Cell Transcriptomes,Nature methods,26950746,notAvailable
Sequential Transcriptional Waves Direct The Differentiation Of Newborn Neurons In The Mouse Neocortex,"Science (New York, N.Y.)",26940868,notAvailable
Single-Cell Differences In Matrix Gene Expression Do Not Predict Matrix Deposition,Nature communications,26936319,GSE076881
Stereocilia-Staircase Spacing Is Influenced By Myosin Iii Motors And Their Cargos Espin-1 And Espin-Like,Nature communications,26926603,notAvailable
Artificial Electron Acceptors Decouple Archaeal Methane Oxidation From Sulfate Reduction,"Science (New York, N.Y.)",26912857,notAvailable
Resolving Rates Of Mutation In The Brain Using Single-Neuron Genomics,eLife,26901440,notAvailable
An Experimentally Validated Network Of Nine Haematopoietic Transcription Factors Reveals Mechanisms Of Cell State Stability,eLife,26901438,GSE069776
The Heterogeneity Of Human Cd127(+) Innate Lymphoid Cells Revealed By Single-Cell Rna Sequencing,Nature immunology,26878113,GSE070580
The Cellular Phase Of Alzheimer'S Disease,Cell,26871627,notAvailable
Replacement Of Lost Lgr5-Positive Stem Cells Through Plasticity Of Their Enterocyte-Lineage Daughters,Cell stem cell,26831517,notAvailable
Single-Cell Analysis Of Transcription Kinetics Across The Cell Cycle,eLife,26824388,notAvailable
Most Microbe-Specific Naïve Cd4�?T Cells Produce Memory Cells During Infection,"Science (New York, N.Y.)",26823430,notAvailable
Global Metagenomic Survey Reveals A New Bacterial Candidate Phylum In Geothermal Springs,Nature communications,26814032,notAvailable
Lineage-Specific Enhancers Activate Self-Renewal Genes In Macrophages And Embryonic Stem Cells,"Science (New York, N.Y.)",26797145,GSE075722
Myelopoiesis Reloaded: Single-Cell Transcriptomics Leads The Way,Immunity,26789920,notAvailable
Characterizing Transcriptional Heterogeneity Through Pathway And Gene Set Overdispersion Analysis,Nature methods,26780092,GSE076005
Nf-Κb Oscillations Translate Into Functionally Related Patterns Of Gene Expression,eLife,26765569,notAvailable
Corrigendum: Characterizing Noise Structure In Single-Cell Rna-Seq Distinguishes Genuine From Technical Stochastic Allelic Expression,Nature communications,26752026,notAvailable
Rhythmic Coordination Of Hippocampal Neurons During Associative Memory Processing,eLife,26751780,notAvailable
Label-Free Cell Cycle Analysis For High-Throughput Imaging Flow Cytometry,Nature communications,26739115,notAvailable
A Microfluidic Platform Enabling Single-Cell Rna-Seq Of Multigenerational Lineages,Nature communications,26732280,GSE074923
Adult Mouse Cortical Cell Taxonomy Revealed By Single Cell Transcriptomics,Nature neuroscience,26727548,GSE071585
Control Of Transcript Variability In Single Mammalian Cells,Cell,26687353,notAvailable
Cell-To-Cell Transcript Variability: Seeing Signal In The Noise,Cell,26687346,notAvailable
Mouse V1 Population Correlates Of Visual Detection Rely On Heterogeneity Within Neuronal Response Patterns,eLife,26646184,notAvailable
Untwisting The Caenorhabditis Elegans Embryo,eLife,26633880,notAvailable
Transcriptional Heterogeneity And Lineage Commitment In Myeloid Progenitors,Cell,26627738,GSE072859_GSE072858_GSE072857
Single-Cell Genomics Unveils Critical Regulators Of Th17 Cell Pathogenicity,Cell,26607794,GSE075111_GSE075110_GSE075109_GSE075108_GSE075107_GSE075106_GSE075105_GSE075104_GSE075103_GSE074833
Genome-Wide Detection Of Dnase I Hypersensitive Sites In Single Cells And Ffpe Tissue Samples,Nature,26605532,GSE061844
Single-Cell Analysis And Stochastic Modelling Unveil Large Cell-To-Cell Variability In Influenza A Virus Infection,Nature communications,26586423,notAvailable
Predicting Therapeutic Nanomedicine Efficacy Using A Companion Magnetic Resonance Imaging Nanoparticle,Science translational medicine,26582898,notAvailable
Combining Spinach-Tagged Rna And Gene Localization To Image Gene Expression In Live Yeast,Nature communications,26582123,notAvailable
Design And Analysis Of Single-Cell Sequencing Experiments,Cell,26544934,notAvailable
Single-Cell Transcriptomics Reveals Receptor Transformations During Olfactory Neurogenesis,"Science (New York, N.Y.)",26541607,GSE075413
Instructing Perisomatic Inhibition By Direct Lineage Reprogramming Of Neocortical Projection Neurons,Neuron,26539889,notAvailable
Two-Dimensional Single-Cell Patterning With One Cell Per Well Driven By Surface Acoustic Waves,Nature communications,26522429,notAvailable
Tumour-Associated Macrophages Act As A Slow-Release Reservoir Of Nano-Therapeutic Pt(Iv) Pro-Drug,Nature communications,26503691,notAvailable
Characterizing Noise Structure In Single-Cell Rna-Seq Distinguishes Genuine From Technical Stochastic Allelic Expression,Nature communications,26489834,notAvailable
Digital Signaling Decouples Activation Probability And Population Heterogeneity,eLife,26488364,notAvailable
Memory Hierarchies Map Onto The Hippocampal Long Axis In Humans,Nature neuroscience,26479587,notAvailable
Single-Cell Rna-Seq Resolves Cellular Complexity In Sensory Organs From The Neonatal Inner Ear,Nature communications,26469390,GSE071982
Glia-Derived Neurons Are Required For Sex-Specific Learning In C. Elegans,Nature,26469050,notAvailable
Combinatorial Gene Regulation By Modulation Of Relative Pulse Timing,Nature,26466562,GSE071712
Single Cell Rna-Sequencing Of Pluripotent States Unlocks Modular Transcriptional Variation,Cell stem cell,26431182,notAvailable
Somatic Mutation In Single Human Neurons Tracks Developmental And Transcriptional History,"Science (New York, N.Y.)",26430121,notAvailable
Single-Cell Analysis Reveals A Stem-Cell Program In Human Metastatic Breast Cancer Cells,Nature,26416748,GSE070555_GSE070554_GSE070552
Plasticity-Driven Individualization Of Olfactory Coding In Mushroom Body Output Neurons,Nature,26416731,notAvailable
Tracing Dynamic Changes Of Dna Methylation At Single-Cell Resolution,Cell,26406378,notAvailable
Highly Multiplexed Imaging Of Single Cells Using A High-Throughput Cyclic Immunofluorescence Method,Nature communications,26399630,notAvailable
Sub-Microwatt Threshold Nanoisland Lasers,Nature communications,26391800,notAvailable
Network Plasticity Of Pluripotency Transcription Factors In Embryonic Stem Cells,Nature cell biology,26389663,notAvailable
Genome-Wide Maps Of Nuclear Lamina Interactions In Single Human Cells,Cell,26365489,GSE069841_GSE069423_GSE069373_GSE068596_GSE068264_GSE068263_GSE068262_GSE068261_GSE068260
Rna Regulatory Networks Diversified Through Curvature Of The Puf Protein Scaffold,Nature communications,26364903,notAvailable
Novel Prd-Like Homeodomain Transcription Factors And Retrotransposon Elements In Early Human Development,Nature communications,26360614,notAvailable
Pathogen Cell-To-Cell Variability Drives Heterogeneity In Host Immune Responses,Cell,26343579,GSE065531_GSE065530_GSE065529_GSE065528
Abscisic Acid Transporters Cooperate To Control Seed Germination,Nature communications,26334616,notAvailable
Η-Secretase Processing Of App Inhibits Neuronal Activity In The Hippocampus,Nature,26322584,notAvailable
Single-Cell Transcriptomics In Medulloblastoma Reveals Tumor-Initiating Progenitors And Oncogenic Cascades During Tumorigenesis And Relapse,Cancer cell,31474569,notAvailable
Single-Cell Analysis Of Human Mononuclear Phagocytes Reveals Subset-Defining Markers And Identifies Circulating Inflammatory Dendritic Cells,Immunity,31474513,GSE132566
Cobatch For High-Throughput Single-Cell Epigenomic Profiling,Molecular cell,31471188,notAvailable
Oncolytic Viruses Engineered To Enforce Leptin Expression Reprogram Tumor-Infiltrating T Cell Metabolism And Promote Tumor Clearance,Immunity,31471106,GSE133699
A Hotspot For New Genes,eLife,31464682,notAvailable
Stochastic Cell-Cycle Entry And Cell-State-Dependent Fate Outputs Of Injury-Reactivated Tectal Radial Glia In Zebrafish,eLife,31442201,notAvailable
Crispr Interference-Based Platform For Multimodal Genetic Screens In Human Ipsc-Derived Neurons,Neuron,31422865,notAvailable
Transcriptional Bursting And Co-Bursting Regulation By Steroid Hormone Release Pattern And Transcription Factor Mobility,Molecular cell,31421980,GSE132502
Apicomplexan-Like Parasites Are Polyphyletic And Widely But Selectively Dependent On Cryptic Plastid Organelles,eLife,31418692,notAvailable
Testis Single-Cell Rna-Seq Reveals The Dynamics Of De Novo Gene Transcription And Germline Mutational Bias In,eLife,31418408,notAvailable
Molecular And Anatomical Organization Of The Dorsal Raphe Nucleus,eLife,31411560,GSE134163
Single-Cell Survey Of Human Lymphatics Unveils Marked Endothelial Cell Heterogeneity And Mechanisms Of Homing For Neutrophils,Immunity,31402260,GSE124494
Landscape Of Intercellular Crosstalk In Healthy And Nash Liver Revealed By Single-Cell Secretome Gene Analysis,Molecular cell,31398325,GSE129516
Locally Renewing Resident Synovial Macrophages Provide A Protective Barrier For The Joint,Nature,31391580,GSE134691_GSE134420_GSE134286
Incomplete Influenza A Virus Genomes Occur Frequently But Are Readily Complemented During Localized Viral Spread,Nature communications,31387995,notAvailable
A Myt1 Family Transcription Factor Defines Neuronal Fate By Repressing Non-Neuronal Genes,eLife,31386623,GSE125694
Singlecellnet: A Computational Tool To Classify Single Cell Rna-Seq Data Across Platforms And Across Species,Cell systems,31377170,notAvailable
Multiplexed Imaging Of Immune Cells In Staged Multiple Sclerosis Lesions By Mass Cytometry,eLife,31368890,notAvailable
Scgen Predicts Single-Cell Perturbation Responses,Nature methods,31363220,notAvailable
Single-Cell Chip,Nature methods,31363217,notAvailable
Multi-Omics Single-Cell Analysis,Nature methods,31363216,notAvailable
Clonal Replacement Of Tumor-Specific T Cells Following Pd-1 Blockade,Nature medicine,31359002,GSE123814_GSE123813_GSE123812
Atheroprotective Roles Of Smooth Muscle Cell Phenotypic Modulation And The Tcf21 Disease Gene As Revealed By Single-Cell Analysis,Nature medicine,31359001,notAvailable
Cortical Neurogenesis Requires Bcl6-Mediated Transcriptional Repression Of Multiple Self-Renewal-Promoting Extrinsic Pathways,Neuron,31353074,GSE133032_GSE133031_GSE132964
Single Cell Analysis Of Human Foetal Liver Captures The Transcriptional Profile Of Hepatobiliary Hybrid Progenitors,Nature communications,31350390,GSE130473
Intra- And Inter-Cellular Rewiring Of The Human Colon During Ulcerative Colitis,Cell,31348891,notAvailable
Stem Cell Differentiation Trajectories In,"Science (New York, N.Y.)",31346039,GSE121617
Epigenomics And Single-Cell Sequencing Define A Developmental Hierarchy In Langerhans Cell Histiocytosis,Cancer discovery,31345789,GSE133785_GSE133706_GSE133704
Fcγriib-I232T Polymorphic Change Allosterically Suppresses Ligand Binding,eLife,31343409,notAvailable
Resolving Medulloblastoma Cellular Architecture By Single-Cell Genomics,Nature,31341285,GSE119926
Predicting Bacterial Infection Outcomes Using Single Cell Rna-Sequencing Analysis Of Human Immune Cells,Nature communications,31332193,GSE132300_GSE128627_GSE128626_GSE122084_GSE122083_GSE122058
"An Integrative Model Of Cellular States, Plasticity, And Genetics For Glioblastoma",Cell,31327527,GSE131928
Splicing In A Single Neuron Is Coordinately Controlled By Rna Binding Proteins And Transcription Factors,eLife,31322498,notAvailable
Activation Of Pdgf Pathway Links Lmna Mutation To Dilated Cardiomyopathy,Nature,31316208,GSE118885_GSE118884_GSE118883_GSE118882
Nasc-Seq Monitors Rna Synthesis In Single Cells,Nature communications,31316066,notAvailable
Joint Analysis Of Heterogeneous Single-Cell Rna-Seq Dataset Collections,Nature methods,31308548,notAvailable
Author Correction: The Bone Marrow Microenvironment At Single-Cell Resolution,Nature,31296938,notAvailable
Scslam-Seq Reveals Core Features Of Transcription Dynamics In Single Cells,Nature,31292545,GSE115612
A Human Liver Cell Atlas Reveals Heterogeneity And Epithelial Progenitors,Nature,31292543,GSE124395
Identifying Gene Expression Programs Of Cell-Type Identity And Cellular Activity With Single-Cell Rna-Seq,eLife,31282856,notAvailable
Mechanisms Of Noise-Induced Tinnitus: Insights From Cellular Studies,Neuron,31271756,notAvailable
Context-Specific Transcription Factor Functions Regulate Epigenomic And Transcriptional Dynamics During Cardiac Reprogramming,Cell stem cell,31271750,GSE133452_GSE131328_GSE131327_GSE130808_GSE130806_GSE130515
Single-Cell Analysis Reveals T Cell Infiltration In Old Neurogenic Niches,Nature,31270459,notAvailable
Cell Type-Dependent Differential Activation Of Erk By Oncogenic Kras In Colon Cancer And Intestinal Epithelium,Nature communications,31266962,GSE115242_GSE115234
Lipid-Associated Macrophages Control Metabolic Homeostasis In A Trem2-Dependent Manner,Cell,31257031,GSE128518
Neutrophils Driving Unconventional T Cells Mediate Resistance Against Murine Sarcomas And Selected Human Tumors,Cell,31257026,GSE123508_GSE109031
Quantitative Single-Cell Live Imaging Links Hes5 Dynamics With Cell-State And Fate In Murine Neurogenesis,Nature communications,31249377,notAvailable
Color And Orientation Are Jointly Coded And Spatially Organized In Primate Primary Visual Cortex,"Science (New York, N.Y.)",31249057,notAvailable
Developmental Kinetics And Transcriptome Dynamics Of Stem Cell Specification In The Spermatogenic Lineage,Nature communications,31243281,GSE124904
Unified Single-Cell Analysis Of Testis Gene Regulation And Pathology In Five Mouse Strains,eLife,31237565,GSE113293
Single-Cell Sequencing Of Neonatal Uterus Reveals An Misr2+ Endometrial Progenitor Indispensable For Fertility,eLife,31232694,notAvailable
Light-Dependent Single-Cell Heterogeneity In The Chloroplast Redox State Regulates Cell Fate In A Marine Diatom,eLife,31232691,notAvailable
Correlated Neural Activity And Encoding Of Behavior Across Brains Of Socially Interacting Animals,Cell,31230711,notAvailable
Subpopulation Detection And Their Comparative Analysis Across Single-Cell Experiments With Scpopcorn,Cell systems,31229559,notAvailable
Integrative Inference Of Subclonal Tumour Evolution From Single-Cell And Bulk Sequencing Data,Nature communications,31227714,notAvailable
Targeting Enhancer Switching Overcomes Non-Genetic Drug Resistance In Acute Myeloid Leukaemia,Nature communications,31222014,GSE122843_GSE110901_GSE110900_GSE110899_GSE110898_GSE110897_GSE110896_GSE110895_GSE110894
Plasmacytoid Dendritic Cells Develop From Ly6,Nature immunology,31213723,notAvailable
Fcmr Regulates Mononuclear Phagocyte Control Of Anti-Tumor Immunity,Nature communications,31213601,GSE130287
The Immune Cell Landscape In Kidneys Of Patients With Lupus Nephritis,Nature immunology,31209404,notAvailable
Multi-Seq: Sample Multiplexing For Single-Cell Rna Sequencing Using Lipid-Tagged Indices,Nature methods,31209384,GSE129578
Classification Of Electrophysiological And Morphological Neuron Types In The Mouse Visual Cortex,Nature neuroscience,31209381,notAvailable
A Cellular Census Of Human Lungs Identifies Novel Cell States In Health And In Asthma,Nature medicine,31209336,GSE130148
Myc And Dnmt1 Impede The Pluripotent To Totipotent State Transition In Embryonic Stem Cells,Nature cell biology,31209294,GSE128307_GSE121459_GSE121458_GSE121457_GSE121451
Integration Of Single-Cell Genomics Datasets,Cell,31199914,notAvailable
